500,1000,1500
0.5,28068,5535.5
2413,32850,60465
9813.5,16260,1045
10560.5,3923,1501.5
3216.5,25979.5,7763
0.5,34665,98885.5
8804.5,13770,1637.5
8521.5,13416.5,3498.5
2621.5,15910.5,99843.5
729,570,149412
5198.5,15512.5,21769.5
1024.5,1139.5,26282.5
3936,3470,1827.5
496.5,639,36059
7834.5,593.5,22978
1880.5,33904,2721
11127,7837,58334
7017.5,2576,51314.5
613.5,28064,40619.5
3888.5,4255,4496
2258.5,18239,1530
5024,3025.5,22673.5
4011.5,3136.5,1382.5
1480,0.5,36180.5
0.5,2507,10861.5
8756,12439,38295.5
9375,1247.5,21975
3122.5,43611.5,65193.5
8012,5243.5,10400.5
5674.5,1715,19198
1035.5,1606,1193.5
4957,2631.5,79975.5
5071,35265.5,51899.5
8437,9208.5,461
2003,9386,32098.5
3607,7723,52494
2401,0.5,19927
132.5,13764,29161.5
7939.5,18440.5,41067.5
6981.5,46564,22749.5
2654.5,13058.5,13635
6259,6638.5,8279.5
2550.5,7186.5,9231.5
4327,10448.5,52183.5
3484,27686.5,24311
7670,438.5,33330.5
5335.5,26892,0.5
1065,12239.5,21342.5
569,26417,9682
10199,32445,80941.5
5798.5,59482,0.5
5790.5,34639.5,10582
7079,872.5,21190.5
2281.5,21252,4079.5
1879,18315.5,1437.5
2198,58263,17780
3250.5,1753.5,21442.5
3044,574.5,794.5
5103,31313.5,24178.5
999.5,15745,12476
3473,21268.5,80218
3485.5,6590,28233
7836.5,8054.5,22894
799.5,13055.5,1740.5
4067.5,9588,20104
3745,10333,30641
14786,6780.5,9958.5
4778.5,13952.5,12031
1107,8494.5,8175.5
11935,47357.5,11409.5
986,8209,70340
1941.5,39031.5,771.5
1522.5,5481,9958
1478.5,24731.5,25702
4035,2656.5,8534
7690,9720.5,3748.5
1649,9390.5,11471
9850.5,1153,31607
16109,14271,15962
2603,14713,8044.5
5863,11697,235
1512.5,8994,13606
5656,1254,61119.5
1748,16932.5,2153
11025.5,15134.5,137215
1922,14980,35401
2178.5,52458,11152.5
2882.5,8990,38450.5
1325.5,10027,27328
9691,38986,68544.5
4526.5,38656.5,54309
4965,46660,9238.5
4478.5,10967,22438
17549,6694.5,25216
11041.5,1340,94254
2739.5,13861,7
11551,31014,11489.5
9021,13422,2401
7696.5,30337.5,20199
1184.5,16199,7505.5
4443,991.5,69295.5
4786,11870.5,1506.5
6028,2596.5,0.5
5464.5,23834.5,798.5
3072.5,8975.5,10505.5
1781.5,14416.5,10037
623,16951.5,33548.5
4921.5,4713,16767
3487,12644,25507
2298.5,6050.5,19402
692.5,35007.5,8715.5
1284.5,19710.5,4617.5
6761.5,9348.5,43931.5
8898,6374,89860
889.5,1679,42487.5
7237,4057.5,231
3275,23122.5,10583
4059.5,28218.5,1882
4822.5,31106.5,26607.5
3629,78027.5,2066.5
9011.5,34902.5,9749
765,27316.5,83331
3501.5,1429,18877.5
50,5046.5,102955
4832,10223.5,1426.5
5872.5,0.5,27772
650.5,28392.5,31916.5
585.5,157.5,117041
0.5,558.5,602.5
9064.5,75105,90847
12915.5,21805,15558.5
6168.5,16002.5,10798.5
14165,39750.5,161766.5
3517,0.5,18651
13070.5,4266,5148
734,22618.5,52255.5
11317,1712,33282.5
8183.5,4990,13939
22808.5,12589.5,1621.5
447,10518,16312
3323.5,42979.5,65582
6130.5,21310,1783.5
32035.5,4868,10688.5
1186,28785,2422.5
825,14758,16997
578.5,9204.5,134718
2612.5,7614.5,12557.5
1081,3265.5,2539.5
1297.5,7098,7321.5
8229.5,5468.5,28856
14241,2075,96055.5
5215,15130.5,32698.5
546,1069.5,103406
3058,29254,17227
3469.5,0.5,2859.5
3583,4313.5,44980.5
35.5,3555.5,74915
1498,31637.5,26820.5
5365,4565.5,116001.5
3435.5,65544,13070
12966,3325,14179
16056,5285.5,26991.5
2278.5,56653.5,16191.5
466,3192,29405
1070.5,37445,38032
2770.5,5776,5489
0.5,1611,0.5
2163.5,59536.5,1664.5
3086,11966.5,0.5
3516.5,1115,34045.5
9565.5,5484,19276
5157,2459.5,50788.5
516.5,6148,1264.5
2745,12653.5,73529
2602.5,74199,23420
1311,1487,10174
4612.5,7841,6712.5
11171.5,3254,22769
789.5,18700.5,2684
2679,6586,27108.5
1772,26983,37910
3732.5,2649,1077
2742.5,12695,63531
1422,14308,167806
17102.5,59893,45216.5
1172.5,21185,0.5
3920,15186.5,9097.5
1604.5,22805,10736
42835.5,18828,36799.5
705,15701,90729.5
2813.5,20434,8740.5
12304,30363,37401
27269.5,9360.5,20067
594,6110.5,29754.5
3802.5,1572,9559.5
1628.5,1476,702
16835.5,959,4538.5
5131.5,31808.5,7743.5
0.5,12620.5,43514.5
2297.5,0.5,35949
4203,11914.5,19137.5
1727.5,4784.5,46110
1042.5,25169.5,46435
8717.5,37162,6302
1819,3254,0.5
581.5,3551.5,82762.5
3722.5,4485.5,58293.5
3207,11401.5,29656.5
8034,5699.5,78479
25.5,3538.5,77456.5
2485,26955,841
5358.5,1,22229.5
1720.5,28914.5,5770.5
2745.5,21465,1930.5
9353,2620.5,19743
823.5,33278.5,10926.5
3099.5,6322,7490
309,2886.5,5045
0.5,7379,35654.5
1120.5,19839.5,13107
515.5,80165.5,14534
13550.5,11068,8971.5
2802.5,3607.5,4098.5
6571,24254.5,69993.5
1451,12478.5,23897
2106.5,27196,6013.5
1114.5,19194,49176
297.5,290,19458.5
1843.5,31212,15380
2021,14035.5,24528
6180,15068.5,589
7146.5,7384,19759.5
16688.5,392.5,15790.5
1084.5,23219.5,111689
2453,8345,41402.5
265,2977.5,5102.5
0.5,8055,24715
8740.5,338,30529
528,15285,47010
6269,1869,15641.5
1370,20415,27546
313.5,1155,4770.5
3390.5,7542.5,72306
10087.5,4872,1141.5
5232.5,286,0.5
3423.5,332,31315
9568,14437.5,27027.5
4329.5,22329.5,35465
9698,64391.5,0.5
5115.5,11148,93139.5
4537,27067.5,35288
1597.5,12756.5,16007.5
7596,4506.5,27922
17134,3630.5,91531
8416.5,13917,14949.5
1055,9033.5,10163
3177.5,16819,64261
1367,4489.5,66036
0.5,12060.5,36767.5
5354,414.5,13977.5
9857.5,8869,23347
3268.5,11872.5,10949.5
230.5,13557.5,24328
3068,1154,22645
1593,4458.5,20810
907.5,3465,8796
4489.5,6444,16390
1737.5,28380,12561
3960,1958,33618.5
4655,2711,42978
2719,7293,2414.5
1745.5,27706.5,40842
4776,27612.5,6865.5
10065.5,4156,2389.5
0.5,38612,8626
936,0.5,21317.5
3420.5,5416.5,48841
2808.5,18663,10047.5
588,40365,28285
4498,3850.5,28387
316,34855.5,28543
3636,21909,47711.5
3020.5,15027,12596.5
5475,68297.5,13948.5
413.5,1073,239
25385.5,29274.5,18724
0.5,1811.5,1253.5
2694,3945,74837
2732,1366.5,40627
1788.5,7133,48493
14326.5,6338,14799.5
10915,7947,28707.5
7760.5,16866.5,70834
1884,4798.5,53352.5
4641.5,16943.5,32763.5
5774.5,40452,5869
761,42798,50192.5
2100.5,10059,26584
1012.5,6194,38361.5
752,476,27761.5
8495.5,0.5,5322.5
264,53230.5,73785.5
1390.5,5819,22492
941,4338,137151.5
16269.5,0.5,10738.5
2319.5,4556.5,21843
1837,4229,76279
3400,8988.5,3298
7629.5,35545.5,29538.5
2608,1471.5,818.5
16590,10876,17642.5
20789.5,25581.5,46145
4408.5,1833,36716
883.5,0.5,1223.5
1295,25800.5,3533.5
14977.5,5946.5,3184
8266,7008,49731.5
6502.5,7261.5,56910
8737,3521,12767
12393.5,19056,30423.5
2246.5,39935,6799
2972,28972.5,12246.5
6304,4003.5,19420.5
2414.5,14728,3654
1393,11392.5,13907
167.5,15541.5,11965
5372.5,39306,0.5
3030.5,17789.5,35399
1002.5,36117.5,37444.5
86.5,3803,21863.5
4753,5833,16972
3954,44734,0.5
2321,3487,14792
6566.5,27237,8662
1177.5,35003.5,26803
0.5,9340.5,39520.5
3701,14335,28532
1996,2091.5,22620.5
1551,52427.5,45342.5
1072.5,43132.5,1740
11678,18584.5,40524
1103.5,1754.5,9034.5
1210.5,4628.5,25295.5
2124.5,24131,75892.5
871,16519,11628
2411,5871.5,15284.5
1674.5,1904.5,8325
2411.5,5831.5,25264
2662.5,35386.5,9239
885.5,2142,12134.5
1649,12985,47787.5
2460.5,33791,10724
7973.5,19295,10430.5
5440,1093.5,3127
0.5,12575.5,6169.5
126.5,4043,29054
1278,8448,3411
3390.5,1942.5,42597
10280.5,0.5,17952
5689.5,1484,49678.5
779.5,4926.5,81561.5
442,4299.5,7683
4349.5,9688,2111
4142.5,6489.5,5392
5672.5,1430,230
3608.5,6943.5,0.5
820,24087,27200
8462.5,1891,51081
1673.5,86947,3478
3453.5,7603,3622.5
1048,759.5,43482.5
658.5,6884,3292.5
593.5,2004.5,42630.5
6086.5,5485,1193.5
1273.5,6582.5,26912.5
2491.5,12931.5,14247
914.5,17603,66745.5
431.5,11176,43207
6060.5,12028,1175.5
8899,6822,69137
2996.5,12200,44043.5
5442.5,2518.5,4486
5764.5,13350.5,886.5
5724.5,9040.5,50860
184.5,274,4233.5
2088.5,18695.5,36886
5773.5,3695.5,53014
6907.5,5735,28492.5
8129,31393.5,4512.5
3005.5,1834.5,11840.5
2069.5,16639.5,54937
916.5,2705,30816
4959.5,5746.5,37431.5
1610,10083.5,21557
18972,845.5,1123.5
2319.5,1640,5176.5
1519.5,4857.5,14582.5
684.5,10936,16956
3788.5,21921.5,8321.5
4970.5,15300.5,45154
3256,8228.5,5584
8664.5,140.5,34694.5
6418,1508,8697.5
1483,1541.5,3318.5
5644,2411,80286
0.5,17421.5,2669.5
4426.5,32485.5,13286.5
4923,4511,8425.5
950.5,1241.5,25710.5
368.5,2885.5,6474.5
3728.5,11088,3144.5
3225,30877.5,36168.5
7635.5,25738.5,41258
2272,4590,15163
8956.5,28454.5,4335.5
8895.5,11750,10337.5
5360.5,28687,4599
8056.5,5689,1197
7013,28388.5,12192.5
8498,8639,34675.5
6924.5,5072.5,110078
664.5,2004,16485.5
818,41529.5,13317.5
275.5,49005,4003.5
7436.5,49969,2916.5
2755,10403,85455
2501,12286.5,3023
6997.5,17223.5,35718
10630,5099.5,6900.5
2043.5,10747.5,48693
6142.5,616,21100
613.5,0.5,18227
3029.5,834,19658
1119,1737,26968
5365.5,972.5,17831
1627.5,7301,4756
457.5,19980.5,53890.5
5011,8597,83752.5
15067.5,7598,2596
15205,21355.5,9067
2583.5,1944,8480.5
1430,1568,10752.5
2719,218,0.5
1595,8074.5,56857.5
1955,500,100067
1652,5886.5,4420.5
0.5,6654.5,17934
297.5,15638,8654.5
6119,8260.5,2604.5
0.5,17937,60315.5
8756.5,41536.5,45122.5
1830.5,11940.5,15479.5
926,6471.5,26707.5
1305,15271,7192.5
4229.5,5417.5,3977.5
407,0.5,2650.5
616.5,7661,33698.5
11415.5,35010.5,2199
398.5,16004.5,54460.5
983,20989,0.5
21386.5,3040,16057.5
528,24993,8295
1000.5,0.5,19380
5978,4860.5,48028.5
3254,59225.5,4820.5
906,7662.5,53204.5
4183,6821,46487.5
1971.5,45336.5,10250
1989,8803,7909
2224,560.5,11568.5
9855.5,7539.5,24016.5
13270.5,64740.5,22645
1399.5,26855.5,4678
2108.5,4644,15940
1126.5,18025,48069.5
468,5943.5,33266.5
3656.5,4683.5,4208.5
1263.5,21150.5,32399.5
2579.5,907.5,36394
7227.5,9259,2883
2769,2612.5,1656.5
9431,3681,1414
2160.5,7512.5,5284.5
9116.5,9952.5,18479.5
2011,1683,4947
53.5,14132,36888
1687.5,5014.5,20976.5
6256.5,12999,17802
3587,2232.5,16745.5
4174,5353.5,25483
5922,0.5,305.5
1439,14833,23632
15347,0.5,31747.5
4860,18778,2336.5
5387,103,11950
977.5,11703,6582
209,5521.5,55881
777.5,33203.5,101129
15029,47799.5,16715
666.5,11695.5,891.5
1602.5,39817,134894.5
945,35410.5,9078
11359,13780,437
5800,2605,14213
1646.5,5029.5,10111
7422,3006.5,7386.5
12775,7431.5,10364.5
3891,1546.5,26015
8234,890,74811
1098.5,18433.5,16955
12181.5,17819,292.5
2,6226,12370
5195,8402.5,71534.5
4041,2098.5,33664.5
1586,583.5,20912.5
1003.5,51357.5,11458.5
1661.5,18118,12427
3118.5,14104,50322
1670,1775,14143.5
5683.5,4635.5,15410
3838,10440,39231.5
3622.5,923.5,19732.5
332.5,26308,30645
6387,74794.5,64531
108.5,16579.5,54187
2670.5,33101,1405
2337,4337.5,22249.5
4013,3402,8007
3558.5,2934.5,20675
0.5,807.5,20611
1946,248,44992.5
3349.5,10876.5,24997
230,22038,20970.5
9918.5,13201.5,9582
1074.5,14767,4294
1804.5,44347.5,35993
2543.5,5472,14452.5
5169,6689,0.5
2322.5,17185.5,2094
1464.5,37988,34561
487.5,27499,57638.5
3015.5,26463.5,35894.5
692,68102,55365
1128,7310,7211.5
11382.5,22188,69228.5
1524,60804.5,13033
2411.5,74092,33982.5
3.5,3720.5,59234.5
5598,22362,49363.5
9586,7607.5,5363.5
4584,16865,16233
168,22469.5,28838.5
1071,5754,7587
3630.5,23192,46827
6994,618,81465
15161.5,4055,107056
1838,16148.5,2940
10625,17858,0.5
1231,16074,28983
7015,13654,29319.5
16537.5,16545,20986
414.5,7535.5,6709
1578.5,5423.5,13341
4050,2841.5,2107
2306,10936,58160.5
7082,38294.5,44953.5
2895,32973,4564.5
1546,10412,28641.5
3477.5,1095,4863.5
1853,1904.5,70371
6879,28075.5,8891.5
3336,6430,39631
9183.5,843,10568.5
3055,8491.5,9863.5
3170,0.5,13306
6054,5181.5,18783.5
778,12760,52592.5
3211.5,37434.5,5466.5
1459.5,9821,9351
5180.5,122439.5,20049
673.5,5764,25578
1414.5,7958,1388.5
8626.5,35501.5,48549
3739.5,5240,48548.5
5668.5,62567.5,143796.5
6985,8697.5,61036
8549,18065.5,53476
14955.5,3089.5,10985
1566.5,9014,10392
2204.5,38222.5,14063.5
12087,43337,52357.5
2042,486.5,60332.5
15960,9413,6094
2233.5,16815.5,22194.5
4699.5,14781.5,118817
4749.5,12830.5,12897
704.5,18213.5,31644
2186,7483.5,18312
5560.5,17599.5,1784.5
5929.5,54391.5,32873
10770,56392,0.5
7927,3411.5,85485.5
5551,558,8503
1324,3479.5,33008
2110,3045,73152.5
300,9273,5347
3458,2267.5,44541.5
740.5,8406.5,136138
8836.5,661,19501.5
7619,3162.5,21584.5
6711,53049,3375.5
11162.5,21919,47677
549,7289,7114.5
266,8199,8024
3137.5,55718,17154
985.5,31210,10161.5
10832,18187.5,31102
4746.5,9964,12419
3863,7790.5,77774
1227.5,16132.5,24898.5
2796,3415.5,51581
4135,6610.5,83444
4133.5,2068,14886
5552.5,25060,29602
1094.5,11528.5,142287
5859.5,2505,14228.5
0.5,18878.5,88642
2041.5,13248,12314.5
638.5,800,1669.5
4210.5,29873,16171.5
2466.5,1252.5,9379
6891.5,12893,20510.5
2977,6114.5,79769.5
7005.5,3020.5,94340.5
5108.5,1128.5,0.5
5770.5,0.5,10755.5
3834.5,0.5,42951
6455,22124.5,37132.5
2723,7453.5,82116
1220.5,7262.5,55758.5
5627,468.5,122934
3238.5,36152.5,10518.5
702.5,0.5,820
9284,58605.5,68845
3483.5,0.5,41494
355,47393.5,11169
8013.5,8268.5,41446.5
1191,7643.5,73271
2596.5,10406.5,26405.5
817,8199,10389
4030,1560.5,99931
225,3283.5,5890
32.5,6320,53715.5
0.5,16765,2239
1911.5,673,6345
1500,16917.5,13166
1437.5,1427,59388
2176,15701.5,16394
0.5,22354.5,15782
10657.5,40517.5,11157
3541,1374,1144
1084,19195,16323
1615,46746.5,9637
4058.5,1629.5,21415
5873,13392.5,43202
5114,32730.5,165
2578,24069,483.5
929,7906.5,13003
2527,31048.5,3929
3243.5,4139,53117
17761.5,3183.5,0.5
3930,38597.5,40720
1775.5,52237,0.5
13367,23200,64890
10507.5,17476.5,3836.5
3496.5,22033.5,22748
8.5,7097,83191.5
263,11095,0.5
364.5,17554.5,53814.5
1295.5,32712,91279.5
304.5,4280,4236.5
8715.5,58313.5,54822.5
1136.5,31248,5010.5
6469,19533.5,25646
2117,63486,37308.5
774,38359,5878
4266,33329.5,114576
4651.5,37741.5,5549
0.5,11997,64389
878.5,16939,78123.5
618.5,12096.5,40257.5
13927.5,1502.5,17025.5
279.5,0.5,17100.5
2216,2351,13628.5
3912.5,82571.5,4426.5
982,6190.5,4419.5
690.5,23571,46669.5
4237.5,1869,25541.5
1803,4376.5,22593.5
955.5,22190.5,34326.5
1177,8003.5,10700
1249.5,5440,35262.5
639,26135,3026
424.5,47691.5,43919.5
11810,33180.5,44801
8283.5,24506.5,96531
4717,12229.5,256.5
602.5,7753,57464.5
911,1186,20963
3617.5,14422.5,49606.5
16792,14,27936
7295,43853.5,98784.5
1913.5,232.5,35819
4004.5,835.5,19662
1018.5,1740,27811
4659,11221,30236.5
11155,10193.5,52163
1293.5,9296,474
5288,19602.5,13761.5
5020.5,11713,0.5
4455,37722.5,14833
7679.5,11681,19674
3738,78914,749
6854,20029.5,54669
2802,26841.5,65351.5
9892.5,19990,19935
4584.5,54414,10197.5
0.5,12039,95383
13671,1123,4584
11589,0.5,45258
5059.5,47551,1088
5877,44015,982.5
4006.5,532,37866
3113,7681.5,302
459,0.5,24606
